State,County,Jurisdiction,Parent Jurisdiction,Last Updated,Does It Have Zoning?,Type of Government,# of Pages in the Zoning Code,Link to Zoning Code,Link to Zoning Map,Link to Downloadable GIS Layers,Staff Planner Name,Staff Planner Email,Staff Planner Phone,Notes
Vermont,Windham County,Marlboro,,2024-05-27,Yes,,85,http://windhamregional.org/images/docs/towns/Marlboro/Marlboro_ZoningBylaw_2018-03-06.pdf,http://windhamregional.org/images/docs/towns/Marlboro/Marlboro_ZoningMaps_2018-03-06.pdf,,,,,
