State,County,Jurisdiction,Parent Jurisdiction,Last Updated,Does It Have Zoning?,Type of Government,# of Pages in the Zoning Code,Link to Zoning Code,Link to Zoning Map,Link to Downloadable GIS Layers,Staff Planner Name,Staff Planner Email,Staff Planner Phone,Notes
Vermont,Bennington County,Readsboro,,2024-06-05,Yes,General-Purpose-Township,53,https://readsborovt.org/uploads/mx-3571s_20221011_064628.pdf,https://readsborovt.org/uploads/zoningmap2013_11x17.pdf,https://geodata.vermont.gov/datasets/61eb337941a34ce1807e7aae2b176f21_0/explore?location=42.799148%2C-72.972623%2C13.32,,,,
