State,County,Jurisdiction,Parent Jurisdiction,Last Updated,Does It Have Zoning?,Type of Government,# of Pages in the Zoning Code,Link to Zoning Code,Link to Zoning Map,Link to Downloadable GIS Layers,Staff Planner Name,Staff Planner Email,Staff Planner Phone,Notes
Vermont,Grand Isle County,Grand Isle,,2024-02-22,Yes,General-Purpose-Township,https://www.nrpcvt.com/wp-content/uploads/2022/08/ZoningRegs_GrandIsle2017.pdf,https://www.nrpcvt.com/wp-content/uploads/2022/08/Map_GrandIsleZoning.pdf,https://geodata.vermont.gov/datasets/NRPCVT::vt-data-grand-isle-zoning-1/explore,,,,
