State,County,Jurisdiction,Parent Jurisdiction,Last Updated,Does It Have Zoning?,Type of Government,# of Pages in the Zoning Code,Link to Zoning Code,Link to Zoning Map,Link to Downloadable GIS Layers,Staff Planner Name,Staff Planner Email,Staff Planner Phone,Notes
Vermont,Rutland County,Brandon,,2024-02-12,Yes,General-Purpose-Township,https://www.townofbrandon.com/wp-content/uploads/2020/08/Adopted-Brandon-Land-Use-Ordinance-BLUO-7-27-20.pdf,https://www.townofbrandon.com/wp-content/uploads/2023/10/amendments_bluo_06_18_07_map.pdf,https://geodata.vermont.gov/datasets/efa839ff6af1426798fd575e6796ac2e_0/explore,,,,"Possibly some issues with lack of Neighborhood Residential in the Aquifer District
- VCGI did not have these polygons, and the map was unable to georeference
- Fixible, however possible that the zoning map is out of date (2007) (also Zoning map doesn't fully correspond to the TIGER boundary)"
