State,County,Jurisdiction,Parent Jurisdiction,Last Updated,Does It Have Zoning?,Type of Government,# of Pages in the Zoning Code,Link to Zoning Code,Link to Zoning Map,Link to Downloadable GIS Layers,Staff Planner Name,Staff Planner Email,Staff Planner Phone,Notes
Vermont,Rutland County,Benson,,2024-02-08,Yes,General-Purpose-Township,https://www.bensonvermont.gov/wp-content/uploads/2023/03/BensonVT-Zoning-Regulations-041618.pdf,,https://geodata.vermont.gov/datasets/41ba5ecefebe488d9c9ddb28a119494d_0/explore,,,,
