State,County,Jurisdiction,Parent Jurisdiction,Last Updated,Does It Have Zoning?,Type of Government,# of Pages in the Zoning Code,Link to Zoning Code,Link to Zoning Map,Link to Downloadable GIS Layers,Staff Planner Name,Staff Planner Email,Staff Planner Phone,Notes
Vermont,Windham County,Putney,,2024-06-06,Yes,General-Purpose-Township,108,https://putneyvt.org/vertical/sites/%7BAFAACF45-D9AA-42F6-BFAF-8BC25D547B48%7D/uploads/5.22.2021_ZONING_REGS_(ADOPTED)(3).pdf,,,,,,
