State,County,Jurisdiction,Parent Jurisdiction,Last Updated,Does It Have Zoning?,Type of Government,# of Pages in the Zoning Code,Link to Zoning Code,Link to Zoning Map,Link to Downloadable GIS Layers,Staff Planner Name,Staff Planner Email,Staff Planner Phone,Notes
Vermont,Washington County,Montpelier,,2024-06-07,Yes,General-Purpose-Municipal,218,https://www.montpelier-vt.org/DocumentCenter/View/10713/Combined-file?bidId=,https://www.montpelier-vt.org/DocumentCenter/View/10726/Zoning-District-Map-as-amended-through-04-03-2024?bidId=,,,,,
